loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc
6000,6000,6000,36,6.46,183.79,A,A1,Director of operations,5,OWN,100000
20000,20000,20000,36,6.46,612.62,A,A1,IT Operations Analyst,1,MORTGAGE,80000
20000,20000,20000,60,10.33,428.2,B,B1,Branch Chief,10,MORTGAGE,127000
30000,30000,30000,60,14.47,705.38,C,C2,Child Protective Investigator Supervisor,4,MORTGAGE,80000
20000,20000,20000,60,12.98,454.86,B,B5,Store Manager,10,MORTGAGE,70000
10000,10000,10000,36,8.19,314.25,A,A4,Group Housing Coordinator & Sales,10,RENT,45000
10000,10000,10000,36,16.14,352.27,C,C4,IT support specialist,4,RENT,70000
11200,11200,11200,36,7.56,348.7,A,A3,Branch Manager,10,MORTGAGE,70000
1900,1900,1875,36,7.02,58.69,A,A2,Facilitator,10,RENT,50000
16200,16200,16200,60,15.02,385.57,C,C3,MTSS Coordinator ,1,MORTGAGE,250000
15000,15000,15000,60,11.8,332.16,B,B4,logistics manager,4,RENT,48000
4300,4300,4300,36,7.02,132.82,A,A2,Machinist,10,RENT,80000
5400,5400,5400,36,7.56,168.13,A,A3,,0,OWN,92000
25000,25000,25000,36,6.46,765.77,A,A1,General Manager,2,MORTGAGE,120000
12000,12000,12000,60,11.31,262.77,B,B3,Senior Commodity Manager,7,RENT,180000
5500,5500,5500,36,6.46,168.47,A,A1,Production Worker ,1,RENT,25000
40000,40000,40000,36,11.31,1315.43,B,B3,"Regional, Director of Operations",10,MORTGAGE,550000
17000,17000,17000,60,11.8,376.44,B,B4,Upholster ,1,MORTGAGE,60000
5600,5600,5600,36,10.33,181.57,B,B1,Retail Account Mgr,7,RENT,122000
36000,36000,36000,36,10.72,1173.83,B,B2,TECHNOLOGY CONSULTANT,2,MORTGAGE,142000
17000,17000,17000,36,6.46,520.73,A,A1,,1,MORTGAGE,70000
3500,3500,3500,36,15.02,121.37,C,C3,Stock room clerk ,10,MORTGAGE,30000
10000,10000,10000,36,6.46,306.31,A,A1,,1,MORTGAGE,90000
10000,10000,10000,36,8.19,314.25,A,A4,Teacher and Coach,8,MORTGAGE,65000
40000,40000,40000,60,11.8,885.75,B,B4,Foreman ,1,MORTGAGE,130000
2000,2000,2000,36,13.56,67.93,C,C1,Para-Pro,10,MORTGAGE,55000
6000,6000,6000,36,8.19,188.55,A,A4,Truck driver ,1,RENT,50000
1500,1500,1500,36,10.72,48.91,B,B2,Software Developer,3,MORTGAGE,72000
8000,8000,8000,36,6.46,245.05,A,A1,Dir of finance ,3,RENT,213000
15000,15000,15000,60,11.8,332.16,B,B4,supervisor,10,MORTGAGE,70000
40000,40000,40000,60,11.8,885.75,B,B4,Pastor,10,MORTGAGE,86000
11000,11000,11000,36,16.91,391.69,C,C5,Property Manager,5,RENT,56000
6025,6025,6025,36,11.8,199.55,B,B4,manager,10,MORTGAGE,80000
40000,40000,40000,36,10.33,1296.9,B,B1,sales manager,10,MORTGAGE,120000
18000,18000,18000,36,10.72,586.92,B,B2,Director of IT,10,MORTGAGE,141000
24000,24000,24000,60,11.8,531.45,B,B4,Lead analyst,2,RENT,115000
15000,15000,15000,60,15.02,357.01,C,C3,Lobby Supervisor ,6,MORTGAGE,50880
27000,27000,27000,60,15.02,642.62,C,C3,Managing Partner,6,RENT,77000
20000,20000,20000,60,10.72,432.07,B,B2,Machine operator 3,6,MORTGAGE,35000
8500,8500,8500,36,16.14,299.43,C,C4,Supervisor,10,MORTGAGE,80000
16000,16000,16000,36,7.02,494.18,A,A2,Bus operator ,2,MORTGAGE,125750
20000,20000,20000,60,16.14,487.86,C,C4,Merge operator,8,MORTGAGE,62000
20000,20000,20000,36,6.46,612.62,A,A1,Client success manager,2,MORTGAGE,85000
5000,5000,5000,36,16.14,176.14,C,C4,Bather/Stocker,2,RENT,15000
15000,15000,15000,36,18.94,549.39,D,D2,Senior underwriting assistant,4,RENT,56000
31000,31000,31000,60,14.47,728.9,C,C2,Sales and Operations Manager,1,RENT,75000
18000,18000,18000,36,16.14,634.08,C,C4,security officer,6,MORTGAGE,38211
4000,4000,4000,36,15.02,138.71,C,C3,Community service coach ,1,RENT,22000
40000,40000,40000,36,10.72,1304.26,B,B2,Director,3,OWN,170000
10000,10000,10000,36,17.97,361.38,D,D1,Owner/operator ,6,RENT,96000
40000,40000,40000,36,7.02,1235.45,A,A2,,0,RENT,113000
25000,25000,25000,60,8.19,509.19,A,A4,Teachet,2,MORTGAGE,75000
15500,15500,15500,36,10.33,502.55,B,B1,R&I Technical Leader,3,MORTGAGE,185000
6000,6000,6000,36,16.91,213.65,C,C5,Truck Driver,10,RENT,63500
25000,25000,25000,36,7.02,772.16,A,A2,,3,RENT,43500
10000,10000,9975,60,19.92,264.5,D,D3,Renter,2,RENT,60000
40000,40000,40000,60,8.19,814.7,A,A4,,1,MORTGAGE,250000
4000,4000,4000,36,16.14,140.91,C,C4,Pricing/Inventory Team Leader,10,RENT,45000
25000,25000,25000,60,15.02,595.02,C,C3,Site Manager,2,MORTGAGE,130000
12000,12000,12000,36,16.14,422.72,C,C4,,1,MORTGAGE,85000
6000,6000,6000,36,16.91,213.65,C,C5,,7,OWN,22000
9500,9500,9500,36,8.19,298.53,A,A4,Table Games Dealer ,5,RENT,50000
40000,40000,40000,60,11.8,885.75,B,B4,Towerman ,10,MORTGAGE,200000
6000,6000,6000,36,10.72,195.64,B,B2,,0,MORTGAGE,65520
16000,16000,16000,36,7.56,498.15,A,A3,Foreman,8,MORTGAGE,92000
4000,4000,4000,36,15.02,138.71,C,C3,Lead Behavior Interventionist,5,RENT,35000
1500,1500,1500,36,25.34,59.91,E,E3,Account rep,6,RENT,72000
2400,2400,2400,36,14.47,82.58,C,C2,Accounts payable clerk ,8,RENT,35000
7000,7000,7000,36,7.02,216.21,A,A2,Dispatcher,6,MORTGAGE,42588
11000,11000,11000,36,7.56,342.48,A,A3,,0,MORTGAGE,26022
10000,10000,10000,60,11.8,221.44,B,B4,Software support,3,MORTGAGE,85000
12000,12000,12000,36,11.8,397.43,B,B4,Medical Assistant,2,RENT,25000
40000,40000,40000,60,16.14,975.71,C,C4,Administration PROMIS IT,10,RENT,70775.28
25000,25000,25000,60,11.31,547.44,B,B3,Office manager,3,RENT,42000
7500,7500,7500,36,7.56,233.51,A,A3,WARRANTY MANAGER,5,RENT,60000
25000,25000,25000,60,15.02,595.02,C,C3,,1,RENT,150000
30000,30000,30000,36,8.81,951.35,A,A5,clerk,10,OWN,60000
14000,14000,14000,60,11.8,310.01,B,B4,Owner ,2,MORTGAGE,100000
7000,7000,7000,36,10.72,228.25,B,B2,IT manager ,4,MORTGAGE,52000
13000,13000,13000,36,7.56,404.74,A,A3,Logistic Manager ,5,RENT,63000
40000,40000,40000,60,14.47,940.51,C,C2,Security Advisor,5,MORTGAGE,120000
15000,15000,15000,36,6.46,459.47,A,A1,Public Health Veterinarian,10,MORTGAGE,120000
25000,25000,25000,36,8.81,792.79,A,A5,Development Manager,2,MORTGAGE,117000
10000,10000,10000,36,12.98,336.85,B,B5,Accountant,7,RENT,53000
35000,35000,35000,36,12.98,1178.96,B,B5,Claims Manager,1,RENT,105000
16000,16000,16000,60,16.91,396.87,C,C5,Reception,2,RENT,32000
4800,4800,4800,36,8.81,152.22,A,A5,Sale,10,OWN,40000
22900,22900,22900,60,27.27,702.96,E,E5,Certified Nursing & Medication Aide,10,MORTGAGE,63404
20000,20000,20000,36,6.46,612.62,A,A1,,1,RENT,75000
10000,10000,10000,36,7.56,311.34,A,A3,Travel Support Specialist ,1,RENT,37440
24000,24000,24000,60,8.19,488.82,A,A4,Long Range Manager,2,RENT,190000
40000,40000,40000,36,6.46,1225.24,A,A1,Senior Software Engineer,10,MORTGAGE,125000
16000,16000,16000,60,11.8,354.3,B,B4,vice president,10,MORTGAGE,350000
6000,6000,6000,36,14.47,206.44,C,C2,,0,RENT,25000
18000,18000,18000,36,8.81,570.81,A,A5,Waitress,4,RENT,100000
34000,34000,34000,36,7.02,1050.14,A,A2,Senior Systems Sales Manager,1,MORTGAGE,160000
5000,5000,5000,36,15.02,173.38,C,C3,Director of Sales,5,MORTGAGE,180000
1000,1000,1000,36,23.4,38.92,E,E1,Iron worker ,7,MORTGAGE,45000
10000,10000,10000,60,14.47,235.13,C,C2,Social Media Performance Leader,4,RENT,50000
4300,4300,4300,36,6.46,131.72,A,A1,,0,MORTGAGE,28620
16000,16000,16000,60,10.33,342.56,B,B1,Frontline Rep,6,MORTGAGE,65000
4000,4000,4000,36,8.19,125.7,A,A4,Executive Assistant,3,RENT,90000
30000,30000,30000,60,10.72,648.1,B,B2,,1,MORTGAGE,69200
2825,2825,2825,36,26.31,114.29,E,E4,Captain,10,RENT,204060
18000,18000,18000,36,7.02,555.96,A,A2,Mailhandler ,10,MORTGAGE,90000
7000,7000,7000,36,23.4,272.43,E,E1,,1,RENT,70000
20000,20000,20000,60,16.14,487.86,C,C4,CLAIMS MANAGER,7,MORTGAGE,165000
16875,16875,16875,36,19.92,626.45,D,D3,ASSOCIATE COMPLEX MANAGER,9,RENT,250000
6000,6000,6000,36,7.02,185.32,A,A2,Vice President - Logistics & Warehousing,2,MORTGAGE,260000
12000,12000,12000,36,10.33,389.07,B,B1,Engineer,4,RENT,55000
15000,15000,15000,36,11.8,496.79,B,B4,Store Manager,9,RENT,95000
10000,10000,10000,36,10.33,324.23,B,B1,schools safety agent,10,MORTGAGE,62000
5500,5500,5500,36,7.02,169.88,A,A2,Assistant manager ,2,RENT,39000
21000,21000,21000,60,12.98,477.6,B,B5,Radiology Technologist,10,MORTGAGE,79000
9600,9600,9600,36,12.98,323.37,B,B5,General Manager,1,RENT,75000
12000,12000,12000,36,6.46,367.57,A,A1,Librarian ,3,RENT,55000
6000,6000,6000,36,13.56,203.79,C,C1,Teacher,2,MORTGAGE,40000
8000,8000,8000,36,11.8,264.96,B,B4,Project Accountant,3,MORTGAGE,83200
3600,3600,3600,36,14.47,123.87,C,C2,General Manager,10,RENT,75000
10000,10000,10000,60,11.31,218.98,B,B3,Certified Dental Assistant,6,MORTGAGE,50000
8000,8000,8000,36,8.19,251.4,A,A4,Tech ,5,RENT,60000
19000,19000,19000,60,16.91,471.28,C,C5,Paralegal,4,RENT,75000
15000,15000,15000,36,17.97,542.07,D,D1,,0,OWN,42000
14000,14000,14000,36,11.8,463.67,B,B4,Territory Manager,10,RENT,74000
20000,20000,20000,36,6.46,612.62,A,A1,,1,MORTGAGE,200000
21000,21000,21000,60,16.91,520.89,C,C5,Truck driver,3,OWN,65000
32000,32000,32000,60,8.81,661.33,A,A5,National Account Executive,2,MORTGAGE,100000
16000,16000,16000,36,7.02,494.18,A,A2,controller,10,MORTGAGE,182000
17000,17000,17000,60,14.47,399.72,C,C2,Branch Assistant Manager,5,RENT,60000
36000,36000,36000,60,11.8,797.17,B,B4,Associate Vice Chancellor Human Resource,6,MORTGAGE,200000
16000,16000,16000,60,10.33,342.56,B,B1,Sr Operations Coordinator,10,MORTGAGE,218000
26000,26000,26000,60,8.19,529.56,A,A4,Environmental Hygenist,10,MORTGAGE,80000
14400,14400,14400,36,8.19,452.51,A,A4,Retail Management,10,MORTGAGE,85000
28000,28000,28000,36,15.02,970.91,C,C3,,0,RENT,58000
8000,8000,8000,36,7.02,247.09,A,A2,Material handler,10,MORTGAGE,120000
10000,10000,10000,36,8.19,314.25,A,A4,Correctional Officer,1,RENT,35000
11000,11000,11000,36,10.72,358.67,B,B2,Mortgage Originator ,2,ANY,43805
22000,22000,22000,60,16.14,536.64,C,C4,Program Specialist Contact,7,MORTGAGE,107200
2200,2200,2200,36,7.02,67.95,A,A2,Teacher,7,RENT,72000
25000,25000,25000,60,8.81,516.66,A,A5,Finance Director,4,OWN,100000
18000,18000,18000,36,11.8,596.14,B,B4,Store manager ,6,MORTGAGE,60000
28000,28000,28000,36,8.19,879.88,A,A4,Account Executive ,10,OWN,150000
24000,24000,24000,60,11.8,531.45,B,B4,,0,MORTGAGE,66000
15000,15000,15000,36,20.89,564.28,D,D4,General Manager,1,RENT,47000
25000,25000,25000,60,22.35,695.46,D,D5,Detective ,8,MORTGAGE,145000
11000,11000,11000,36,8.19,345.67,A,A4,Quality Analyst,3,RENT,68000
30000,30000,30000,36,7.02,926.59,A,A2,Senior Manager,1,RENT,262000
30000,30000,30000,60,15.02,714.02,C,C3,Executive Assistant,2,RENT,90000
16000,16000,16000,36,8.19,502.79,A,A4,Supervisor,1,MORTGAGE,95000
13000,13000,12975,60,22.35,361.64,D,D5,Waiter/Waitress,7,MORTGAGE,39000
37000,37000,37000,36,7.56,1151.95,A,A3,,0,MORTGAGE,75000
5000,5000,5000,36,13.56,169.83,C,C1,Csm,6,MORTGAGE,30000
6000,6000,6000,36,7.02,185.32,A,A2,Lead Engineer,2,MORTGAGE,145000
22000,22000,22000,60,14.47,517.28,C,C2,Law Enforcement,10,MORTGAGE,80847
5000,5000,5000,36,7.56,155.67,A,A3,Electrician,1,MORTGAGE,80000
7200,7200,7200,36,10.33,233.45,B,B1,,0,OWN,30000
16000,16000,16000,36,11.8,529.91,B,B4,Account Manager,2,RENT,62000
11000,11000,11000,60,14.47,258.64,C,C2,,1,RENT,24000
40000,40000,40000,60,12.98,909.72,B,B5,Staff Business Analyst,10,MORTGAGE,110000
15000,15000,14975,36,7.56,467.01,A,A3,CMA,3,RENT,90000
4000,4000,4000,36,7.56,124.54,A,A3,pressman,4,OWN,38000
20000,20000,20000,60,16.91,496.09,C,C5,Nursing assistant ,6,RENT,45000
15000,15000,15000,36,6.46,459.47,A,A1,,0,MORTGAGE,91000
10000,10000,10000,36,12.98,336.85,B,B5,Accounting ,7,RENT,48000
12000,12000,12000,36,19.92,445.48,D,D3,HEMODIALYSIS TECHNICIAN,8,RENT,92000
18000,18000,18000,60,8.19,366.62,A,A4,Police Officer,10,MORTGAGE,62000
25000,25000,25000,60,13.56,576.02,C,C1,,1,RENT,35000
8000,8000,8000,36,11.8,264.96,B,B4,Senior HRIS Analyst,7,RENT,62000
40000,40000,40000,60,11.8,885.75,B,B4,Office Administrator ,10,MORTGAGE,229000
17600,17600,17600,60,11.8,389.73,B,B4,Communications Manager,6,MORTGAGE,113250
6000,6000,6000,36,20.89,225.72,D,D4,Manager,5,OWN,35000
20000,20000,20000,60,12.98,454.86,B,B5,Project Manager,10,OWN,120000
40000,40000,40000,60,8.19,814.7,A,A4,Senior Business Analyst,1,MORTGAGE,130000
32000,32000,32000,36,7.02,988.36,A,A2,Administrator and Director Human Resourc,1,MORTGAGE,142900
6500,6500,6500,36,26.31,262.97,E,E4,Underwriter,1,OWN,68000
22000,22000,22000,60,8.19,448.09,A,A4,Directly Technology,3,MORTGAGE,135000
10000,10000,10000,60,18.94,259.08,D,D2,Truck Driver,10,RENT,125000
16500,16500,16500,36,12.98,555.8,B,B5,Dental Hygienist,4,RENT,80000
23000,23000,23000,36,11.31,756.38,B,B3,Licensed Certified Social Worker,1,MORTGAGE,65000
25000,25000,25000,60,11.8,553.59,B,B4,Senior Financial Analyst,7,MORTGAGE,70000
16500,16500,16500,60,10.72,356.46,B,B2,Iron worker ,3,MORTGAGE,52000
9000,9000,9000,36,11.8,298.07,B,B4,,0,OWN,45000
22000,22000,22000,60,18.94,569.97,D,D2,Branch Manager,2,MORTGAGE,62000
3500,3500,3500,36,12.98,117.9,B,B5,Guard,3,RENT,35000
6000,6000,6000,36,10.72,195.64,B,B2,National League Manager,10,RENT,70000
12000,12000,12000,60,10.33,256.92,B,B1,Tire Builder,10,RENT,65000
8500,8500,8500,36,8.81,269.55,A,A5,Blending Technician,10,MORTGAGE,75000
28000,28000,28000,60,16.91,694.52,C,C5,Sales representative,8,MORTGAGE,150000
40000,40000,40000,36,11.31,1315.43,B,B3,Operations Lead,3,RENT,75000
35000,35000,35000,60,19.92,925.73,D,D3,,1,MORTGAGE,219056
10000,10000,10000,36,8.81,317.12,A,A5,Guest Services,8,RENT,69000
20000,20000,20000,36,16.91,712.16,C,C5,Light Rail Operations Supervisor ,5,RENT,70000
20000,20000,20000,36,7.56,622.68,A,A3,Insulator,6,RENT,75000
12500,12500,12500,60,22.35,347.73,D,D5,RAMP AGENT and Janitor ,7,RENT,45900
5000,5000,5000,36,8.81,158.56,A,A5,manager,2,OWN,40000
35000,35000,35000,60,11.8,775.03,B,B4,,1,RENT,120000
13000,13000,13000,60,16.14,317.11,C,C4,Senior Recruiter,1,RENT,63000
10000,10000,10000,36,6.46,306.31,A,A1,Office Administrator,6,MORTGAGE,60000
10000,10000,10000,60,15.02,238.01,C,C3,Foreman,1,MORTGAGE,50000
10000,10000,10000,36,19.92,371.23,D,D3,owner,8,OWN,75000
12000,12000,12000,36,13.56,407.58,C,C1,"Associate Manager, Compliance Training",3,RENT,135000
25425,25425,25425,36,13.56,863.55,C,C1,superintendent ,4,MORTGAGE,190000
5000,5000,5000,36,6.46,153.16,A,A1,Senior Engineer,3,OWN,131000
5000,5000,5000,36,10.72,163.04,B,B2,sales,1,MORTGAGE,110000
12000,12000,12000,36,7.02,370.64,A,A2,Patient care technician,8,RENT,39624
8000,8000,8000,36,8.81,253.7,A,A5,Journeyman Electrician,4,RENT,60000
21000,21000,21000,60,10.33,449.61,B,B1,AVP,10,MORTGAGE,110000
5000,5000,5000,36,6.46,153.16,A,A1,Associate Professor,3,MORTGAGE,120000
18000,18000,18000,36,16.14,634.08,C,C4,Crew leader,10,MORTGAGE,180000
20000,20000,20000,60,8.19,407.35,A,A4,Project Manager,7,MORTGAGE,65000
5000,5000,5000,36,8.19,157.13,A,A4,,0,OWN,24000
25000,25000,25000,60,11.8,553.59,B,B4,IT Manager,7,OWN,150000
3600,3600,3600,36,19.92,133.65,D,D3,registered nurse,10,MORTGAGE,175000
20000,20000,20000,60,11.8,442.88,B,B4,Controller/CFO,1,MORTGAGE,100000
2400,2400,2400,36,7.56,74.73,A,A3,Head clerk,10,MORTGAGE,54000
8000,8000,8000,36,11.31,263.09,B,B3,Network Administrator,7,MORTGAGE,76000
18000,18000,18000,60,8.19,366.62,A,A4,Social worker ,10,MORTGAGE,134000
15000,15000,15000,36,7.56,467.01,A,A3,Special Education Teacher,3,RENT,55000
10000,10000,10000,36,8.81,317.12,A,A5,,8,RENT,51200
30000,30000,30000,36,10.72,978.19,B,B2,Soldier,1,RENT,40400
36000,36000,36000,36,10.72,1173.83,B,B2,Director,3,MORTGAGE,185000
6000,6000,6000,36,7.02,185.32,A,A2,Inside Sales,10,MORTGAGE,59280
12325,12325,12325,36,23.4,479.68,E,E1,Manager,3,MORTGAGE,120500
10000,10000,10000,36,14.47,344.07,C,C2,,1,MORTGAGE,30000
24000,24000,24000,60,13.56,552.98,C,C1,Supervisor,9,MORTGAGE,132500
34000,34000,34000,60,11.8,752.88,B,B4,Driver,10,MORTGAGE,94523
36000,36000,36000,36,6.46,1102.71,A,A1,Manager Computer Network Support,10,MORTGAGE,105000
25000,25000,25000,36,10.72,815.16,B,B2,,0,MORTGAGE,102000
7200,7200,7200,36,8.19,226.26,A,A4,Legal assistant,10,MORTGAGE,72000
10000,10000,10000,36,7.02,308.87,A,A2,Sales,10,RENT,32400
21800,21800,21800,36,27.27,893.16,E,E5,Program Manager,3,OWN,71000
12000,12000,12000,36,14.47,412.88,C,C2,Program Manager,10,RENT,55000
15000,15000,15000,60,11.8,332.16,B,B4,Insurance Collector ,4,OWN,42000
3000,3000,3000,36,8.81,95.14,A,A5,Human Resources manager,10,MORTGAGE,125000
10000,10000,10000,36,11.8,331.19,B,B4,,1,RENT,105000
5000,5000,5000,36,16.14,176.14,C,C4,Account Representative,10,MORTGAGE,70000
6500,6500,6500,36,8.81,206.13,A,A5,Assistant Store Manager,6,RENT,54000
30000,30000,30000,36,19.92,1113.69,D,D3,Auditor,2,OWN,100000
10000,10000,10000,36,8.19,314.25,A,A4,,0,MORTGAGE,95000
8000,8000,8000,36,10.33,259.38,B,B1,Manager,2,ANY,24000
18000,18000,18000,36,11.8,596.14,B,B4,Quality Assurance Analyst,10,MORTGAGE,67000
3000,3000,3000,36,19.92,111.37,D,D3,Quality Lead,7,RENT,132000
2500,2500,2500,36,8.81,79.28,A,A5,Fleet manager ,10,MORTGAGE,150000
10000,10000,10000,36,15.02,346.76,C,C3,sales,9,MORTGAGE,90000
11200,11200,11200,60,12.98,254.72,B,B5,inspector,10,MORTGAGE,101000
19000,19000,19000,36,7.02,586.84,A,A2,R.N.,2,MORTGAGE,120000
30000,30000,30000,60,8.19,611.03,A,A4,RN,4,MORTGAGE,70000
12000,12000,12000,60,8.19,244.41,A,A4,Analyst,10,MORTGAGE,85000
30000,30000,30000,36,20.89,1128.56,D,D4,City Carrier,5,RENT,50000
12500,12500,12500,60,17.97,317.22,D,D1,Bartender/Server,1,MORTGAGE,42000
12000,12000,12000,60,23.4,341.05,E,E1,Nursing Assistant ,4,RENT,55000
16000,16000,16000,60,12.98,363.89,B,B5,,0,MORTGAGE,65000
27000,27000,27000,60,16.14,658.6,C,C4,Line Supervisor,4,MORTGAGE,100000
12000,12000,12000,36,7.02,370.64,A,A2,Administrative Assistant ,10,RENT,54000
8000,8000,8000,36,14.47,275.26,C,C2,Vice President,10,RENT,250000
15000,15000,15000,60,13.56,345.62,C,C1,Apprentice ,6,MORTGAGE,80000
15000,15000,15000,60,11.8,332.16,B,B4,Teacher,10,MORTGAGE,62000
40000,40000,40000,60,16.14,975.71,C,C4,Operator ,1,MORTGAGE,104000
1000,1000,1000,36,23.4,38.92,E,E1,Tech,10,OWN,59500
9000,9000,9000,36,7.02,277.98,A,A2,Grocery Specialist ,8,MORTGAGE,33000
25000,25000,25000,36,8.19,785.61,A,A4,SAP Functional Analyst,10,MORTGAGE,135000
15000,15000,15000,36,7.56,467.01,A,A3,Inventory specialist ,5,MORTGAGE,90000
5000,5000,5000,36,12.98,168.43,B,B5,Post Closer,1,OWN,55000
14000,14000,14000,36,10.72,456.49,B,B2,,1,MORTGAGE,85000
15000,15000,15000,36,8.81,475.68,A,A5,CE II,4,RENT,50000
3000,3000,3000,36,26.31,121.37,E,E4,beauty team member ,4,RENT,20000
20000,20000,20000,36,10.72,652.13,B,B2,Foreman ,10,MORTGAGE,73000
8500,8500,8500,36,8.19,267.11,A,A4,Operator ,6,MORTGAGE,52000
4000,4000,4000,36,11.31,131.55,B,B3,Assistant General Manager,2,RENT,37000
31000,31000,31000,36,8.19,974.15,A,A4,RN,1,RENT,78000
10000,10000,10000,36,7.56,311.34,A,A3,Technician ,10,RENT,84000
13000,13000,13000,60,16.14,317.11,C,C4,technician,1,RENT,55000
10000,10000,10000,60,17.97,253.78,D,D1,Service Coordinator,1,RENT,47000
16000,16000,16000,60,8.19,325.88,A,A4,Counselor,1,MORTGAGE,65000
8000,8000,8000,36,13.56,271.72,C,C1,CMA,5,MORTGAGE,35000
12000,12000,12000,60,15.02,285.61,C,C3,Commissioner,8,MORTGAGE,132480
12000,12000,12000,60,25.34,354.62,E,E3,Spanish Teacher,3,RENT,55000
40000,40000,40000,60,13.56,921.64,C,C1,Manager,2,MORTGAGE,72900
35000,35000,35000,36,8.19,1099.85,A,A4,Senior Property Manager,1,MORTGAGE,126000
18000,18000,18000,60,14.47,423.23,C,C2,Laborer ,8,MORTGAGE,58000
20000,20000,20000,60,16.91,496.09,C,C5,Sales,6,MORTGAGE,100000
35000,35000,35000,60,8.19,712.87,A,A4,Security Captain,10,MORTGAGE,78000
27000,27000,27000,60,10.33,578.07,B,B1,Lieberman Professor of Neuroscience,9,MORTGAGE,340000
8000,8000,8000,36,7.56,249.08,A,A3,Barbering instructor,3,MORTGAGE,40000
30000,30000,30000,60,8.19,611.03,A,A4,Mortgage Specialist,4,OWN,105000
3000,3000,3000,36,11.8,99.36,B,B4,,1,MORTGAGE,3600
11350,11350,11350,36,6.46,347.66,A,A1,product manager,2,MORTGAGE,120000
17000,17000,17000,36,6.46,520.73,A,A1,Supplier Quality Coordindator,1,RENT,54080
5000,5000,5000,36,6.46,153.16,A,A1,Administrative Assistant ,10,RENT,51000
4200,4200,4200,36,6.46,128.65,A,A1,Instructor,10,MORTGAGE,60000
6000,6000,5975,36,6.46,183.79,A,A1,Business Analyst,3,MORTGAGE,48632
20000,20000,20000,36,13.56,679.29,C,C1,Manager ,2,RENT,68000
10000,10000,10000,36,10.72,326.07,B,B2,IT Consultant,2,MORTGAGE,107000
4000,4000,3975,36,7.02,123.55,A,A2,Information Security Engineer,7,MORTGAGE,80000
5000,5000,5000,36,8.81,158.56,A,A5,Accountant/Office Manager,9,MORTGAGE,65000
10000,10000,10000,36,11.31,328.86,B,B3,Flight Watcher ,1,RENT,47500
17000,17000,17000,36,16.91,605.34,C,C5,Educational Assistant,5,RENT,58000
13000,13000,13000,36,8.81,412.25,A,A5,WAREHOUSE MANAGER,9,RENT,68000
27000,27000,27000,36,8.81,856.21,A,A5,COURT CLERK,10,MORTGAGE,98000
16000,16000,16000,60,15.02,380.81,C,C3,Supervisor ,10,MORTGAGE,55000
8000,8000,8000,36,7.02,247.09,A,A2,Shipping,10,RENT,72000
9925,9925,9925,36,13.56,337.1,C,C1,CUSTOMER SERVICE REP,10,MORTGAGE,67880
2500,2500,2500,36,11.8,82.8,B,B4,Manager Customer Service,10,MORTGAGE,63000
12000,12000,12000,36,11.31,394.63,B,B3,,1,RENT,35000
5000,5000,5000,36,14.47,172.04,C,C2,,0,MORTGAGE,40000
10000,10000,10000,36,6.46,306.31,A,A1,,1,RENT,47158
13000,13000,13000,36,6.46,398.21,A,A1,Hot shot driver,1,MORTGAGE,180000
17000,17000,17000,36,6.46,520.73,A,A1,OTR Driver,3,MORTGAGE,80000
17000,17000,17000,36,8.81,539.1,A,A5,Employment specialist ,8,OWN,58000
20000,20000,20000,60,14.47,470.26,C,C2,Manager,1,MORTGAGE,53000
10000,10000,10000,60,10.72,216.04,B,B2,Mortgage Loan Officer,4,MORTGAGE,85000
40000,40000,40000,36,8.81,1268.46,A,A5,Cheif Inspector,1,MORTGAGE,200000
10000,10000,10000,36,11.8,331.19,B,B4,,1,RENT,98000
24000,24000,24000,36,8.19,754.18,A,A4,Manufacturing Engineer,10,MORTGAGE,199600
19000,19000,19000,36,10.72,619.52,B,B2,Manager,10,MORTGAGE,85000
26000,26000,26000,60,11.8,575.74,B,B4,Teacher,10,MORTGAGE,150000
15000,15000,15000,60,15.02,357.01,C,C3,Accountant,10,MORTGAGE,30000
25000,25000,25000,36,8.19,785.61,A,A4,Vice President / Manager,8,MORTGAGE,135000
10000,10000,9975,36,16.91,356.08,C,C5,,1,RENT,115000
